Mindong	Mandarin Trans.	English Trans.	Property	Provider	Year	Month	Date	HH:MM:SS (UTC+8)	ISO 639-6	Speaker ID	Source	Copyright	Tag	Note	Path to Original File
欛欛(𣬠𣬶)<G=bá-bá> 話<G=uâ>.			spoken	关彳山					fzho		維基教科書编者. 福州語/詈罵用語[G/OL]. 中文維基教科書, 2019-11-12[2020-08-09]. https://zh.wikibooks.org/w/index.php?title=福州語/詈罵用語%26direction=next%26oldid=128829.	CC BY-SA 3.0	貶義		
脧友(𣬠𣬶)<G=lòi-iū>[leoy21-iu55] 話<G=uâ>[ua242].			spoken	关彳山					fzho		維基教科書编者. 福州語/詈罵用語[G/OL]. 中文維基教科書, 2019-11-12[2020-08-09]. https://zh.wikibooks.org/w/index.php?title=福州語/詈罵用語%26direction=next%26oldid=128829.	CC BY-SA 3.0	貶義		
汝(你) 奶(媽) 白屁[bah21-pei213].			spoken	葉劍飛	2020	5	27		fzho				貶義		
汝(你) 奶(媽) 霸霸(𣬠𣬶).			spoken	葉劍飛	2020	5	27		fzho				貶義		
汝(你) 奶(媽) 姕䫌(屄).	你 媽 個 屄.		spoken	葉劍飛	2020	5	27		fzho				貶義		
汝(你)[ny33] 無(沒有) 霸霸囝(小𣬠𣬠)[ba21-wa53-iang33].			spoken	朱振宇	2020	8	6						貶義		
汝(你)[ny33] 是[si21] 我[nguai21] 孫[soung55].			spoken	朱振宇	2020	8	6						貶義		
我[nguai33] 拍(打)[pah53] 死[si33] 汝(你)[ny33] 這[zi53] 隻(個)[ieh24] 椷囝(崽子)[ang33-iang33].			spoken	朱振宇	2020	8	6						貶義		
寝*寝*(剛剛好) 犁(貼) 三中 裡(進) 去.	壓 線 考 進 三中.		spoken	子善	2020	8	19		mnhu						
銇[leoy53](鑽) 裡[lie33](進) 去[oo0].	鑽 進 去.		spoken	关彳山	2020	8	20		mnhu	2					
敆(在) 厝(家) 養(帶) 伲囝哥(小孩).			spoken	hf万物@QQ	2020	8	23	18:09:03	ygti						
乞(被) 儂(人) 𠿁[iak24](拐) 去.			spoken	hf万物@QQ	2020	8	23	18:21:35		15					
底所(哪裏)[die53-neo33].			spoken	关彳山	2020	7	17		liji						
乞(被) 做(搞) 氣(生氣) 去(了).			spoken	残蕊芳华@QQ	2020	9	1								
款(相貌) 生(長得) 盡(很) 俊(好看).			spoken	晉安梅客@Weibo	2020	9	14								
頭首 野(很) 俊(好看).			spoken	像子影@Weibo	2020	9	14								
做(搞)<G=có̤>[zoo213] 世乇(什麼)<G=sié-nó̤h>[sie53-nooh24] 螺鳥(𣬠𣬶).			spoken	hf万物@QQ	2020	9	14						貶義		
做(搞)<G=có̤>[zoo213] 世乇(什麼)<G=sié-nó̤h>[sie53-nooh24] 貓囝(東西).			spoken	hf万物@QQ	2020	9	14						貶義		
安*無(有沒有) 元寶灰 賣 去(了)?	有 元寶灰 賣 嗎?		spoken	葉修齊	2019	5	18							叫賣	
茶箬(茶葉), 寶圓.			spoken	葉修齊	2019	5	18							叫賣	
元寶灰 吓(啊)! 有無(有沒有) 元寶灰 賣 無(沒有) 吓(啊)?			spoken	葉劍飛	2020	9	19							叫賣	
廢品 收購 吓(啊)! 圖書, 報紙, 呆銅, 呆鐵 吓(啊)! 可樂瓶 收購, 易拉罐 收購 吓(啊)!			spoken	葉劍飛	2020	9	19							叫賣	
咬𧏫藥(蟑螂藥), 紅蟻藥(螞蟻藥), 老鼠藥, 虼蚤藥(跳蚤藥), 風油精.			spoken	葉劍飛, 关彳山	2019	5	18							叫賣	
高壓鍋<Ŋ=cmn>, 煤氣竈<Ŋ=cmn>, 熱水器<Ŋ=cmn>, 洗衣機, 清理<Ŋ=cmn> 油煙機<Ŋ=cmn>.			spoken	葉劍飛	2020	11	9							叫賣	
炸彈[za53-lang242] 蜀[soh33](一) 粒[lak5] 蜀[soh33](一) 粒[lak5] 逿[doung53](掉) 下[ia242] 來[li53].			spoken	关彳山	2007	5	29								
汝[ny33](你) 是{偍,伓是}(是不是)[sing53-nei242] 福州[huk21-ziu55] 其[i53](的) 吓[a0](啊).			spoken	关彳山	2007	5	29								
春聯 𦾳(掉) 去(了).			spoken	hf万物@QQ	2020	9	24								
久長<G=giū-dòng> 病<G=bâng> 乇<G=nó̤h> 可<G=kō̤> 食<G=siăh> 藥<G=iŏh> 慢慢<G=mâing-mâing> 調治<G=dièu-dê>.			spoken	关彳山	2018	3	3								
汝[ny33] 安*是[ang53-nei242](是不是) 亂去了[loung213-ngo0-lau33], 總款[zung24-uang33](這種) 事計[dai21-ie213](事) 也會[ie242](也) 做的出[zo21-lik0-couk24](做得出來).			spoken	葉修齊	2020	10	5								
這 隻 儂 生(長得) 三花 喏(似的).			spoken	关彳山	2020	10	8			37					
我 野 厭 這樣款 其 囝.			spoken	关彳山	2020	10	20								
故 儥 捨 去睏. 趕緊 死 去 去睏.			spoken	hf万物@QQ	2020	12	14								
耳耳(耳朵)[ngi21-ngi53] 疼[tiang213].			spoken	关彳山	2021	1	20								
汝 好, 汝 名(叫) 世乇(什麼).			written	关彳山	2018	9	20		fzho,mqig	10	維基教科書编者. 福州語/會話/第1課[G/OL]. 中文維基教科書, 2018-09-20[2021-01-30]. https://zh.wikibooks.org/w/index.php?title=福州語/會話/第1課%26oldid=123269.	CC BY-SA 3.0			plaintext\sentences\汝好汝名世乇.tsv
我 其(的) 名字 號(叫) 𡅏(做).			written	关彳山	2018	9	20		fzho,mqig	10	維基教科書编者. 福州語/會話/第1課[G/OL]. 中文維基教科書, 2018-09-20[2021-01-30]. https://zh.wikibooks.org/w/index.php?title=福州語/會話/第1課%26oldid=123269.	CC BY-SA 3.0			plaintext\sentences\汝好汝名世乇.tsv
熱熱[iek33-iek5] 勢*(的)[die213].			spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				
綠綠[nuoh33-nuoh5] 着(的)[luoh24].			spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				
急急[gik55-geik24] {咧,勢*}(的)[die213].			spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				
刮[goouk24] 囇(一下)[da242].	刮 一 刮.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				
食(喫)[sieh5] 看[kang213].	喫 喫 看.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				
鐵[tiek24] {諒,蜀樣}(一樣)[duong242].	鐵 一般.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				
花花[hua55-hua55] 勢*(的)[lie213].	花花 的.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				
黃黃[uong33-uong53] 勢*(的)[nie213].	黃黃 的.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				
覷(瞧)[ceoy213] 囇(一下)[la242].	瞧 瞧.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				
看[kang213] 囇(一下)[la242].	看 看.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				
圍[ui53] 𡅏(着)[le33].	圍 着.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				
拈(拿)[nieng55] 𡅏(着)[ne33].	拿 着.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				
覷(瞧)[ceoy213] 看[ang213].	瞧 瞧 看.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				
聽[tiang55] 看[ngang213].	聽 聽 看.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 11.				
依嬤(阿媽)[m55-ma55].	媽媽.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 14-15.			聲化韻母	
依媽(阿奶)[m53-ma33].	奶奶.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 14-15.			聲化韻母	
依奶(阿媽)[n53-ne33].	媽媽.		spoken	关彳山	2010				fzho					聲化韻母	
依奶(阿媽)[ing53-ne33].	媽媽.		spoken	关彳山	2010				fzho					聲化韻母	
依嬤(阿媽)[ing55-ma55].	媽媽.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 14-15.			聲化韻母	
依媽(阿奶)[ing53-ma33].	奶奶.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 14-15.			聲化韻母	
伊(他)[n53] 奶(媽)[ne33].	他 媽.		spoken	关彳山	2010				fzho						
伊(他)[n53] 奶(媽)[ne33] 霸霸(𣬠𣬶)[ba21-wa213].	他 媽 個 𣬠𣬶.		spoken	关彳山	2010				fzho						
汝(你)[n24] 奶(媽)[ne33].	你 他 媽.		spoken	关彳山	2010				fzho						
𠚺(肏)<G=sá>[sa213] 伊(他)<G=ĭ>[n53] 奶(媽)<G=nā̤>[ne33].	肏 他 媽.		spoken	关彳山	2010				fzho						
伊(他)<G=ĭ>[n53] 奶(媽)<G=nā̤>[ne33] 我[nguai33] 𠚺(肏)<G=sá>[sa213] .	他 媽 我 肏.		spoken	关彳山	2010				fzho						
𠚺(肏)[sa213] 汝(你)[n24] 奶(媽)[ne33].	肏 你 媽.		spoken	关彳山	2010				fzho						
汝(你)[n24] 奶(媽)[ne33] 我[nguai33] 𠚺(肏)[sa213].	你 媽 我 肏.		spoken	关彳山	2010				fzho						
伊(他)[ing53] 奶(媽)[ne33].	他 媽.		spoken	关彳山	2010				fzho						
伊(他)[ing53] 奶(媽)[ne33] 霸霸(𣬠𣬶)[ba21-wa213].	他 媽 個 𣬠𣬶.		spoken	关彳山	2010				fzho						
汝(你)[yng24] 奶(媽)[ne33].	你 他 媽.		spoken	关彳山	2010				fzho						
𠚺(肏)<G=sá>[sa213] 伊(他)<G=ĭ>[ing53] 奶(媽)<G=nā̤>[ne33].	肏 他 媽.		spoken	关彳山	2010				fzho						
伊(他)<G=ĭ>[ing53] 奶(媽)<G=nā̤>[ne33] 我[nguai33] 𠚺(肏)<G=sá>[sa213] .	他 媽 我 肏.		spoken	关彳山	2010				fzho						
𠚺(肏)[sa213] 汝(你)[yng24] 奶(媽)[ne33].	肏 你 媽.		spoken	关彳山	2010				fzho						
汝(你)[yng24] 奶(媽)[ne33] 我[nguai33] 𠚺(肏)[sa213].	你 媽 我 肏.		spoken	关彳山	2010				fzho						
嗯[n0].	嗯.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 14.			表示同意或聽見	
嗯[m0].	嗯.		spoken	陳澤平	1998	2			fzho		陈泽平. 福州方言研究[M]. 福建人民出版社, 1998: 14.			表示同意或聽見	
故 是 希望 有 辦法 住 鄉下 𡅏.	還 是 希望 能 住 在 鄉下.		translated	关彳山	2023	11	18								
盡 価 年 前 離家 出走[cuk24-zeu33] 了.	很 多 年 前 離家 出走 了.		translated	关彳山	2023	11	18								
再 做 蜀 回 投票.	再 做 一 次 投票.		translated	关彳山	2023	11	18								
介 做 蜀 回 投票.	再 做 一 次 投票.		translated	关彳山	2023	11	18								
將 兩 隻 諸娘囝 齊 帶 去.	把 兩 個 女兒 一起 帶 走.		translated	关彳山	2023	11	18								
汝 去 西湖 了 未.	你 去 西湖 了 嗎.		translated	关彳山	2023	11	18								
氣 其 聲音 悗 來 悗 大.	氣 的 聲音 越 來 越 大.		translated	关彳山	2023	11	18								
手 𡅏 無 儥記 繼續 挖 番薯.	手 上 不 忘 繼續 挖 番薯.		translated	关彳山	2023	11	18								
手 𡅏 無 儥記 繼續 掘 番薯.	手 上 不 忘 繼續 挖 番薯.		translated	关彳山	2023	11	18								
時間 故 野 価 吓.	時間 還 有 很 多 啊.		translated	关彳山	2023	11	18								
我 拈 去 我 備用帽.	我 拿 了 我 的 備用帽子.		translated	关彳山	2023	11	18								
趕緊 掏 出 來[di53].	趕快 拿 出 來.		translated	关彳山	2023	11	18								
前斗 有 光.	前面 有 光.		translated	关彳山	2023	11	18								
我 掏 十 塊 就 會使.	我 拿 十 塊 就 好.		translated	关彳山	2023	11	18								
這 芘 地方 看 起 去 儥 呆 吓.	這 地點 看 起 來 不 錯 啊.		translated	关彳山	2023	11	18								
做蜀下 講 儥 出 話.	一時之間 說 不 出 話.		translated	关彳山	2023	11	18								
維持 生活 開銷 吓 儥 容易 吓.	維持 生活 開銷 啊 不 容易 啊.		translated	关彳山	2023	11	18								
兩邊手 拈 起 螢幕.	雙手 拿 起 螢幕.		translated	关彳山	2023	11	18								
佪 汝 嚽 是 塞 着 俤 蜀 關 了.	那 你 這 是 卡 在 哪 一 關 了.		translated	关彳山	2023	11	18								
討 死 吧, 者 儂.	找 死 吧, 這 人.		translated	关彳山	2023	11	18								
介 伓 行 就 儥 赴 去了 哇.	再 不 走 就 來不及 了.		translated	关彳山	2023	11	18								
者 厝 也 是 貸款 買 來 的.	這 房子 也 是 貸款 買 來 的.		translated	关彳山	2023	11	18								
透底 無 蜀 日 閑 下來.	從 沒 有 一 天 空閑 下來.		translated	关彳山	2023	11	18								
蜀 盒 八百八.	一 盒 八百八.		translated	关彳山	2023	11	18								
我 是 暝晡 去 其.	我 是 晚上 去 的.		translated	关彳山	2023	11	18								
謝謝 噢.	謝謝 哦.		translated	关彳山	2023	11	18								
外媽 行動 故 算 順利.	外婆 行動 還 算 順利.		translated	关彳山	2023	11	18								
正是 正是 正是, 無賺 無賺 無賺.	是 是 是, 對 對 對.		translated	关彳山	2023	11	18								
蜀 滴 都 無 該 有 的 禮貌.	一 點 都 沒有 該 有 的 禮貌.		translated	关彳山	2023	11	18								
會 有味 儥?	好玩兒 嗎?		translated	关彳山	2023	11	18								
汝 現刻 野 俊 囉.	妳 現在 好 漂亮.		translated	关彳山	2023	11	18								
馬上 去 邊兜 買 托 我 買 的 藥.	馬上 去 旁邊 買 托 我 買 的 藥.		translated	关彳山	2023	11	18								
佪 故 好 去, 遘 時候 我 一定 提前 告訴 汝.	那 太 棒 了, 到 時候 我 一定 提前 告訴 你.		translated	关彳山	2023	11	18								
伊大啼去來.	他痛哭起來.		translated	关彳山	2023	11	18								
伊正有發展的空間.	他才有發展的空間.		translated	关彳山	2023	11	18								
由帳篷裏勢傳來尖叫其聲音.	從帳篷內傳來尖叫聲.		translated	关彳山	2023	11	18								
完全儥尊重.	完全不尊重.		translated	关彳山	2023	11	18								
我復逛了蜀輪.	我又逛了一輪.		translated	关彳山	2023	11	18								
外斗雪逿野大.	外面大雪紛飛.		translated	关彳山	2023	11	18								
平常經常有儂請伊對手.	平時常有人請她幫忙.		translated	关彳山	2023	11	18								
等了仂久.	等了一會兒.		translated	关彳山	2023	11	18								
汝可以去海南客佻囇, 許所海很俊.	你可以去海南玩玩, 那裏的海挺漂亮的.		translated	关彳山	2023	11	18								
伊老媽當儥帶, 最後離婚.	妻子受不了, 而選擇離婚.		translated	关彳山	2023	11	18								
伊看見伊敆房間裏.	他看見她在房間裏.		translated	关彳山	2023	11	18								
已經無存在去了.	已不復存在了.		translated	关彳山	2023	11	18								
這邊安全了.	這邊安全了.		translated	关彳山	2023	11	18								
正好敆食飯前後碰着.	剛好在吃飯時遇到.		translated	关彳山	2023	11	18								
行轉來了吓, 我着關門了.	回家啦, 我要關門了.		translated	关彳山	2023	11	18								
儂家去了港口.	我們去了港口.		translated	关彳山	2023	11	18								
汝傒勢着轉去食飯.	妳為什麽要回家吃飯.		translated	关彳山	2023	11	18								
伊聚蜀堆.	他們聚在一起.		translated	关彳山	2023	11	18								
無事計慢慢想.	沒關係慢慢想.		translated	关彳山	2023	11	18								
明旦早頭八點遘十一點其, 汝十一點之前爬起去去做就會使了.	明天早上八點到十一點呢, 你十一點之前起床去做就行.		translated	关彳山	2023	11	18								
先遘公共車站, 趕緊上車.	先到公共車站, 就趕快上車.		translated	关彳山	2023	11	18								
儂家上車.	我們上車.		translated	关彳山	2023	11	18								
故需要時間来放松吓.	還需要時間来放松啊.		translated	关彳山	2023	11	18								
難道汝卜挃伊蜀隻儂煮囫圇厝儂其飯?	難道妳要他一個人煮全家人的飯?		translated	关彳山	2023	11	18								
買這本書.	買這本書.		translated	关彳山	2023	11	18								
之前欠的錢故未填完去吓.	之前欠的錢還沒還完.		translated	关彳山	2023	11	18								
故是好遘尾服務生故會幫我送來.	幸好後來服務生還幫我送來.		translated	关彳山	2023	11	18								
總款故會使吓.	這樣都可以啊.		translated	关彳山	2023	11	18								
實際拈遘以後.	實際拿到以後.		translated	关彳山	2023	11	18								
伊着自家決定去俤所.	他需要是自己決定要去哪裏.		translated	关彳山	2023	11	18								
開始想搬轉鄉下住.	開始想搬回鄉下住.		translated	关彳山	2023	11	18								
我見覺應該搭飛機去, 到許所以後討蜀芘酒店, 想自駕遊遘許所正租車.	我覺得應該坐飛機去, 到那之後找個酒店, 想自駕遊到那再租車.		translated	关彳山	2023	11	18								
蜀番敆殼以後伊回遘厝𡅏.	一番折騰後她回到家裏.		translated	关彳山	2023	11	18								
故 有 野 価 貸款 着 還[heing53] 啦.	還 有 很 多 貸款 要 還 吶.		translated	关彳山	2023	11	18								
取遘有效的工作證明.	取得有效之工作證明.		translated	关彳山	2023	11	18								
好的, 儂家齊去存錢.	好的, 我們一起存錢.		translated	关彳山	2023	11	18								
開蜀間工廠.	開了間工廠.		translated	关彳山	2023	11	18								
㑚是蜀塊容易碎的玻璃就是了哇.	只是一塊易碎的玻璃罷了.		translated	关彳山	2023	11	18								
儥[ma242] 恰[kak21] 確定[kouk55-deing242] 汝[ny33] 講[goung33] 的[nik0] 是[sei242] 俤隻[die53-ieh24].	不 太 確定 你 講 的 是 哪個.		translated	关彳山	2023	11	18								
今旦暝晡有宴會.	今天晚上有宴會.		translated	关彳山	2023	11	18								
儥遘因爲總款滑倒.	不會因此滑倒.		translated	关彳山	2023	11	18								
討了蜀家烤牛舌的店.	找了一家烤牛舌店.		translated	关彳山	2023	11	18								
身上受遘重重蜀擊.	身上受到重重一擊.		translated	关彳山	2023	11	18								
故是念念不忘汝的身影.	仍念念不忘你的身影.		translated	关彳山	2023	11	18								
今年暝所有的活動都結束去了.	今年所有的活動都結束啦.		translated	关彳山	2023	11	18								
討 蜀 芘 地方 食[sieh21] 咖啡[ka55-wi55].	找 地方 要 喝 咖啡.		translated	关彳山	2023	11	18								
繼續向懸頂行.	繼續往上走.		translated	关彳山	2023	11	18								
儥仈卜開拍了.	不知道要開拍了.		translated	关彳山	2023	11	18								
今旦 我 去 上班 嚇, 差[cia55] 仂滴[lik53-deik24] 乞[keoyk53] 儂[leoyng53] 碰[pooung213] 去[o0].	今天 上班, 我 差 點 被 人 撞 到.		translated	关彳山	2023	11	18								
汝確定?	你確定?		translated	关彳山	2023	11	18								
算 去, 有 仂滴 遠, 故是 屈[keoyk24] 厝 𡅏 點 外賣.	算 了 吧, 有 點 遠, 還是 在 家 點 外賣 吧.		translated	关彳山	2023	11	18								
我故以為無電.	我還以為沒電.		translated	关彳山	2023	11	18								
我故㑚漢沒電.	我還以為沒電.		translated	关彳山	2023	11	18								
親儥親, 故鄉儂.	親不親, 故鄉人.		translated	关彳山	2023	11	18								
這所有蜀兜樹.	這裏有棵樹.		translated	关彳山	2023	11	18								
上晝有閑無?	上午有空嗎?		translated	关彳山	2023	11	18								
正儥再會儥記.	才不再會忘記.		translated	关彳山	2023	11	18								
附近無適合的醫院.	附近沒有適合的醫院.		translated	关彳山	2023	11	18								
若夥錢, 會好使儥?	多少錢, 好用嗎?		translated	关彳山	2023	11	18								
纜車分兩段.	纜車分成兩段.		translated	关彳山	2023	11	18								
這蜀楞柴板都爛去了.	這塊木板都爛了.		translated	关彳山	2023	11	18								
不是群裏勢發的消息吓.	不是群裏發的消息.		translated	关彳山	2023	11	18								
放解緊張的情緒.	抒解緊張的情緒.		translated	关彳山	2023	11	18								
借兩萬錢乞伊應急.	借兩萬塊給她應急.		translated	关彳山	2023	11	18								
去洗溫泉.	去洗溫泉.		translated	关彳山	2023	11	18								
會使, 回頭有行汝聯繫我.	可以, 回頭去的時候你聯繫我.		translated	关彳山	2023	11	18								
汝拍算去俤座山?	你打算去哪個山?		translated	关彳山	2023	11	18								
從來無見過面.	從未見過面.		translated	关彳山	2023	11	18								
就買好仂滴乞伲囝哥食吧.	就買好一點的給孩子吃吧.		translated	关彳山	2023	11	18								
看 遘 有 嘻佪 汝 就是 行 裡 去.	看 到 有 那個 你 就 進 去.		translated	关彳山	2023	11	18								
就是看儥慣伊.	就是看不慣他.		translated	关彳山	2023	11	18								
公司生產其產品.	公司生產的產品.		translated	关彳山	2023	11	18								
就開始等放假了.	就開始等放假啦.		translated	关彳山	2023	11	18								
伊透底都會仈.	他一向都知道.		translated	关彳山	2023	11	18								
㑚有無聲其目滓.	只有無聲的淚.		translated	关彳山	2023	11	18								
我發現我儥記號碼牌.	我發現我忘了號碼牌.		translated	关彳山	2023	11	18								
儂家各儂今旦行去去泅吧?	那我們今天去遊泳吧?		translated	关彳山	2023	11	18								
去鄉下𡅏煮飯.	到了鄉下燒飯.		translated	关彳山	2023	11	18								
保證會乞利息.	保證會給利息.		translated	关彳山	2023	11	18								
但是祭竈這芘音噢, 就野像蜀芘咒語.			written	关彳山	2023	11	18								
無儂會使經過這所!	沒有人可以經過這裏!		translated	关彳山	2023	11	18								
人類比伊各儂想像中友善.	人類比他們想像中友善.		translated	关彳山	2023	11	18								
噢! 都是我喜歡吃的. 噢! 我有食.	哇! 都是我喜歡吃的. 哇! 我要吃.		translated	关彳山	2023	11	18								
頂適合汝的, 價格也實惠.	挺適合你的, 價格也實惠.		translated	关彳山	2023	11	18								
去做天下所有事際.	去做天下所有事.		translated	关彳山	2023	11	18								
我見覺講這種話的儂都是歞囝, 儂家辛辛苦苦努力學習, 再考上好大學, 復就是因為儂家相信知識改變命運. 小鎮做題家, 完完全全的否定了儂家的努力.	我覺得說這種話的人都是傻屄, 我們辛辛苦苦努力學習, 再考上好大學, 不就是因為我們相信知識改變命運. 小鎮做題家, 完完全全地否定了我們的努力.		translated	关彳山	2023	11	18								
我每蜀工算廿塊乞汝會使儥.	我一天算二十塊給妳好不好.		translated	关彳山	2023	11	18								
坐敆休息室裏勢休息.	坐在休息室裏面休息.		translated	关彳山	2023	11	18								
儂家各儂着遘四點鐘以後交貨.	我們要到四點以後交貨.		translated	关彳山	2023	11	18								
伊 屈[keoyk24] 許所 淡淡 的 笑 去.	她 淡淡 笑.		translated	关彳山	2023	11	18								
我無辦法行回頭路囉.	我不能走回頭路了.		translated	关彳山	2023	11	18								
遘了該上小學其年齡了.	到了該上小學的年紀時.		translated	关彳山	2023	11	18								
快來食鉤.	趕快來吃鉤.		translated	关彳山	2023	11	18								
汝各儂前斗搬來搬去.	你們之前搬來搬去.		translated	关彳山	2023	11	18								
嚽是伓是蜀隻笑話.	這是不是個笑話.		translated	关彳山	2023	11	18								
我甚至故帶了這隻卜乞汝看.	我甚至還帶了這個要給你看.		translated	关彳山	2023	11	18								
我是汝嬤.	我是妳的媽媽.		translated	关彳山	2023	11	18								
就是等消息蜀出.	就等消息一出.		translated	关彳山	2023	11	18								
留一些錢需要前後比較方便.	留些錢需要時比較方便.		translated	关彳山	2023	11	18								
汝會仈賺去吓.	你知道錯了啊.		translated	关彳山	2023	11	18								
四包暖暖包都使上了.	四包暖暖包都用上了.		translated	关彳山	2023	11	18								
伊幾乎無辦法呼吸.	她幾乎無法呼吸.		translated	关彳山	2023	11	18								
但是天氣野好無逿雪.	但是天氣很好沒有下雪.		translated	关彳山	2023	11	18								
過野𣆯, 伊正慢慢由傷痛恢復.	經過很久, 她才漸漸從傷痛恢復.		translated	关彳山	2023	11	18								
總是生無蜀時會意去.	總是恍然大悟.		translated	关彳山	2023	11	18								
由小帶敆身𡅏手鐲.	從小帶在身上的手鐲.		translated	关彳山	2023	11	18								
乞 俤儂[deo55-eoyng53] 我 無 意見 吓.	給 誰 我 沒有 意見 啊.		translated	关彳山	2023	11	19								
乞 俤儂 我 都 無 意見 吓.	給 誰 我 都 沒有 意見 啊.		translated	关彳山	2023	11	19								
我對伊野禮貌.	我對他很禮貌.		translated	关彳山	2023	11	19								
終於見遘汝了.	終於見到你了.		translated	关彳山	2023	11	19								
見遘汝了.	終於見到你了.		translated	关彳山	2023	11	19								
伓想踏裏竈前.	不想踏入廚房.		translated	关彳山	2023	11	19								
廿四歲前後化療共插管.	二十四歲時化療插管.		translated	关彳山	2023	11	19								
買 生[ciang55] 其 巧克力<Ŋ=cmn>.	買 了 生巧克力.		translated	关彳山	2023	11	19								
伊是我郎罷.	他是我父親.		translated	关彳山	2023	11	19								
汝都這滿大了.	妳都這麼大了.		translated	关彳山	2023	11	19								
賣[ma242] 待[lai242] 由[iu53] 伊[i53] 郎罷[noung21-ma242] 許所[hing53-neo33] 繼承[gi55-ling53] 其[ngi0] 三[sang21] 分[ung53] 地[nei242].	賣 掉 從 父親 那里 繼承 的 三 分 地.		translated	关彳山	2023	11	19								
囫圇身都野痛.	全身都好痛.		translated	关彳山	2023	11	19								
儂家㑚有四隻儂.	我們只有四個人.		translated	关彳山	2023	11	19								
我自家處理好了.	我自己處理好了.		translated	关彳山	2023	11	19								
我自家處理好去.	我自己處理好了.		translated	关彳山	2023	11	19								
我自家處理完去.	我自己處理完了.		translated	关彳山	2023	11	19								
着去自家該去的地方.	要去自己該去的地方.		translated	关彳山	2023	11	19								
簡單仂囝講去.	簡單來說.		translated	关彳山	2023	11	19								
各儂着上山去飯店𡅏.	他們要上山回飯店.		translated	关彳山	2023	11	19								
無賺, 我現在已經對伊無任何的好感, 甚至開始討厭了.	沒錯, 我現在已經對他沒有任何好感了, 甚至開始厭惡了.		translated	关彳山	2023	11	19								
可以多趁仂滴.	可以多賺一些.		translated	关彳山	2023	11	19								
慢慢哩體力就恢復去了.	漸漸恢復體力.		translated	关彳山	2023	11	19								
從來[zyng55-nai53] 無有[mo21-ou242] 想 過 這 隻 問題.	從來 沒有 想 過 這 個 問題.		translated	关彳山	2023	11	19								
人生就是蜀隻儂的生活.	人生就是一個人的生活.		translated	关彳山	2023	11	19								
人生就是蜀隻儂其生活.	人生就是一個人的生活.		translated	关彳山	2023	11	19								
幾乎吓都無世乇儂可以跟𡅏伊去.	幾乎沒有人可以跟上.		translated	关彳山	2023	11	19								
烏的頭髮吓, 都變白頭髮去.	黑髮, 變成白髮.		translated	关彳山	2023	11	19								
我嬤帶我看醫生.	我媽帶我去看醫生.		translated	关彳山	2023	11	19								
看起來比去年暝少.	看起來比去年少.		translated	关彳山	2023	11	19								
看起去比去年暝少.	看起來比去年少.		translated	关彳山	2023	11	19								
汝好好照顧自家.	妳好好照顧自己.		translated	关彳山	2023	11	19								
汝好好看顧自家.	妳好好照顧自己.		translated	关彳山	2023	11	19								
去學校邊兜許蜀間店𡅏, 汝去食?	去學校旁那家, 你吃嗎?		translated	关彳山	2023	11	19								
去學校邊兜許蜀間店𡅏, 有食無?	去學校旁那家, 你吃嗎?		translated	关彳山	2023	11	19								
十幾年研究的成果吓.	十幾年來的研究成果啊.		translated	关彳山	2023	11	19								
十幾年研究其成果.	十幾年來的研究成果.		translated	关彳山	2023	11	19								
有更多的話想講.	有更多話想說.		translated	关彳山	2023	11	19								
有故価話卜講.	有更多話想說.		translated	关彳山	2023	11	19								
